,employer,link,location,position_title,salary
130,American Iron and Metal,http://ca.indeed.com/rc/clk?jk=7b8722feb5fdb2a5&fccid=b444d75eb84efc9c&vjs=3,"Montréal, QC",Internship Data Scientist,
131,SevOne,http://ca.indeed.com/rc/clk?jk=cdd6067644643092&fccid=303e5d588c71c1b8&vjs=3,Remote,Senior Data Scientist,
132,McKinsey & Company,http://ca.indeed.com/rc/clk?jk=4e5400548e04841b&fccid=6576e7250aa78c3c&vjs=3,"Montréal, QC",Data Scientist - QuantumBlack,
135,Concentrix,http://ca.indeed.com/rc/clk?jk=5155681331fb54e8&fccid=773041d0d31c442a&vjs=3,Remote,"Analyst, Operational Performance Analytics",
136,McKinsey & Company,http://ca.indeed.com/rc/clk?jk=1ebda2d44bbbd392&fccid=6576e7250aa78c3c&vjs=3,"Montréal, QC",Senior Data Scientist - QuantumBlack,
137,A4 Systems Corporation,http://ca.indeed.com/company/A4-Systems/jobs/Data-Scientist-8fc11ebe6b4bfb2e?fccid=6ab3be9937bcbd63&vjs=3,"Calgary, AB",Data Scientist,"$78,000 - $120,000 a year"
138,Saskatchewan Polytechnic,http://ca.indeed.com/rc/clk?jk=79884c53ca9ff1b4&fccid=61f02e4162991248&vjs=3,"Saskatoon, SK",Artificial Intelligence and Data Analytics post graduate ins...,
139,Ernst & Young,http://ca.indeed.com/rc/clk?jk=7e68f1b5e2a6182b&fccid=1544766d4c2915b0&vjs=3,"Montréal, QC",Consulting - Senior Data and Analytics,
140,WilsonHCG,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ARTAizOW0T4oiE6Epdo0i-SPQERQ6fC7voScIS1kB12kiCtEFYyau3_mwwVyoKQor41HtCXGlFEYA_7LXbW1_k7_VSLfAq2dz9EFCA4Lhz_MQ3SEJOZE3H-rIqZBQ2TzwIrtxjSzqbi7rTY53QDDIzDA3HIFWLY34bt__my2KR4W5TEi4AP01nDWupIgY4HPrZ9NyKmirRnqs7hOkEI0kxSJzWaQAPe6Px05FM8NUYUueXQjHwMgGDQsbk6wSR9SoQ0Csm0uPxM-OmT5xT5ZJcZXQxVkI-5dRuF8Kwbgb-MBchxlGeUJHB19tJCqJyWVEOsHLxIuj8hk2WIKnXTeyyglxHPDUq7TWIOQ2ZEFZkV7l_KHqO3YdqwIPhzCgvV-3uM-mhVzxNEcixYuTv74ACY7PI99iDFa0VsV4wNThSM3ZlSqZhMDwl&p=8&fvj=1&vjs=3,,Sr. Data Analyst,
142,Relay Medical Corp.,http://ca.indeed.com/company/Relay-Medical-Corp./jobs/Data-Science-239afaee735b95e7?fccid=2afa2b09ea267e00&vjs=3,"Etobicoke, ON",Data Science / Machine Vision Intern,
143,Providence Health Care,http://ca.indeed.com/rc/clk?jk=ba662e5eccb30cd6&fccid=e98b37c86f8eec83&vjs=3,"Vancouver, BC",Data Scientist,
144,Softvision,http://ca.indeed.com/rc/clk?jk=628895274bc040d9&fccid=bc6d68ab22143afb&vjs=3,"Vancouver, BC",Data Scientist,
146,DNAstack,http://ca.indeed.com/rc/clk?jk=726ae9958b1ffb99&fccid=d9aa3f97b2d3af2e&vjs=3,"Toronto, ON",Genomics Data Science Lead,
147,"Grammarly, Inc.",http://ca.indeed.com/rc/clk?jk=3d3b5ca25e368740&fccid=0555014e7bce64c3&vjs=3,"Vancouver, BC","Software Engineer, Back-End (Machine Learning)",
149,Bill Gosling Outsourcing,http://ca.indeed.com/rc/clk?jk=6643375d96afb2d3&fccid=d895e1974d0eba54&vjs=3,"Newmarket, ON",Director of Analytics,
150,Behaviour Interactive,http://ca.indeed.com/rc/clk?jk=ba86700ea3696cc7&fccid=6a91dec9c4af51bf&vjs=3,"Montréal, QC",Data Scientist,
151,"LotusFlare, Inc.",http://ca.indeed.com/rc/clk?jk=87c0fa70dffad44c&fccid=9402f6537fbfc5b0&vjs=3,"Toronto, ON",Data Scientist / Engineer,
152,"Grammarly, Inc.",http://ca.indeed.com/rc/clk?jk=951a176fc1351510&fccid=0555014e7bce64c3&vjs=3,"Vancouver, BC",Applied Research Scientist,
153,Labatt Breweries of Canada,http://ca.indeed.com/rc/clk?jk=37df8c9189b96dc0&fccid=f7045795da27e66f&vjs=3,"Toronto, ON",Sr. Data Scientist,
154,TKEES,http://ca.indeed.com/rc/clk?jk=bb0b9b81b4b854b8&fccid=51f9e96974b14290&vjs=3,"Toronto, ON",Sr. Data Analyst,
156,AlphaLayer,http://ca.indeed.com/rc/clk?jk=3454ff1a904f4a71&fccid=ba89c3558fb11a8d&vjs=3,"Edmonton, AB",Data Science Team Lead,
157,Hired Recruiters,http://ca.indeed.com/rc/clk?jk=98c455c2d14d4e3e&fccid=547ddf8bc07ce2c9&vjs=3,"Toronto, ON",Machine Learning Engineer - Content Signals,
158,Lightspark,http://ca.indeed.com/rc/clk?jk=1d9e179320a6422a&fccid=06926f09c00964a3&vjs=3,"Vancouver, BC",Data Scientist,
159,Loblaw Companies Limited,http://ca.indeed.com/rc/clk?jk=ebcfb0e96a63d342&fccid=bc30630cfcc120d4&vjs=3,"Brampton, ON",Senior Data Scientist,
160,RPS Real Property Solutions Limited,http://ca.indeed.com/company/RPS-Real-Property-Solutions-Inc./jobs/Senior-Analyst-79f8c03077597c76?fccid=2e4c285dd0d2a163&vjs=3,"Toronto, ON","Senior Analyst, Data & Analytics","$65,000 - $85,000 a year"
162,Neon,http://ca.indeed.com/rc/clk?jk=27405c6a5c928802&fccid=70dcb313de6ce890&vjs=3,"Vancouver, BC",Data Scientist,
163,Qool Media Holdings,http://ca.indeed.com/rc/clk?jk=ec9d654473833e99&fccid=585d6a948fef2fbc&vjs=3,"Venice, AB",Senior Data Scientist,
164,Synopsys,http://ca.indeed.com/rc/clk?jk=43af7ee63b87695f&fccid=6ce9eba87609c3e9&vjs=3,"Kanata, ON",AI and Machine Learning NN Compiler Expert,
165,nugget.ai,http://ca.indeed.com/rc/clk?jk=1e21ba6e9309524c&fccid=9272fcc41fd6c68d&vjs=3,"Toronto, ON",Senior Data Scientist,
166,Pinterest,http://ca.indeed.com/rc/clk?jk=f872651a6d0b9d11&fccid=43014b1412e0a7b6&vjs=3,"Toronto, ON","Senior Machine Learning Engineer, Content Signals",
167,Microsoft,http://ca.indeed.com/rc/clk?jk=03827e5c34597087&fccid=734cb5a01ee60f80&vjs=3,"Montréal, QC",Scientifique des données et appliqué/ Data & Applied Scienti...,
168,Concentrix,http://ca.indeed.com/rc/clk?jk=9ce23fdf4e736578&fccid=773041d0d31c442a&vjs=3,Remote,"Analyst, Operational Performance Analytics",
169,AdGear,http://ca.indeed.com/rc/clk?jk=bda21c6be45f3879&fccid=80c50203c7c121bb&vjs=3,"Montréal, QC",Data Scientist,
170,Loblaw Companies Limited,http://ca.indeed.com/rc/clk?jk=f25a401fe9e4b3f4&fccid=bc30630cfcc120d4&vjs=3,"Brampton, ON","Director, Data Science",
171,Softvision - North America,http://ca.indeed.com/rc/clk?jk=f1acb1d4e70b14b6&fccid=fdecc94562ee0d71&vjs=3,"Vancouver, BC",Data Scientist,
172,RailVision Analytics,http://ca.indeed.com/company/RailVision-Analytics/jobs/Senior-Data-Scientist-7057a6c5062d20f3?fccid=47912a4ddabe9c7c&vjs=3,"Montréal, QC",Senior Data Scientist,"$60,000 - $70,000 a year"
173,The Globe and Mail,http://ca.indeed.com/rc/clk?jk=8b77f7dd30751591&fccid=2c209e080b2e73f5&vjs=3,"Toronto, ON",SENIOR DATA SCIENTIST,
174,,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BFhwj1mM9GcVBcW_pfSTYyg19f_-gBL6nNHx8JBphWau-vu2y-7ByCQizVBLSzosWw4eo3x6zlcdTr3jNee7kk9KJHq-S_krVf962kchTO8VKPDA8qeLjCkmKQnbI8hHpWAleXvhei9W7QFUp-VhXcje2dsH6NTSRgVniCxeEL_U8p3i2cKwU_0A20MX5Rfuw9p4yyftpcmiUeAPkEv4V-tb-IkpUtzdzPS7d_80cB8SEHjohpEyOJjGXl0e9IJQaPbQzLbowrIS12vR2bGUjCbbitXGza5nXcpHxb_eailXAkdB_9d-rB2-LiomEBk-v5k37cQOGqLKas4EK1G2LQ1xsehhxKYAkyWjW0DJnc3o2dpJ9udbaotiZhXcgbBhQw-6gcv4eVbT4bMgFxdWtssoaBvtbenkfOuCTxZ23I5LqT2LoQOuhe&p=12&fvj=0&vjs=3,,Cloud Data Analytics Engineer,
175,Pinterest,http://ca.indeed.com/rc/clk?jk=818e5b45236d2240&fccid=43014b1412e0a7b6&vjs=3,"Toronto, ON","Machine Learning Engineer, Content Signals",
176,Hitachi ABB Power Grids,http://ca.indeed.com/rc/clk?jk=24aff572b8f8429d&fccid=7f069240a8f0d436&vjs=3,"Quebec City, QC","Machine Learning, Data Analytics and AI Researcher",
177,Colliers International,http://ca.indeed.com/rc/clk?jk=92e84172a0e59356&fccid=1a9a1146f8fe1ec1&vjs=3,"Toronto, ON","Senior Manager, Enterprise Data & BI",
178,Temetrix,http://ca.indeed.com/rc/clk?jk=60f3ad282563aa3a&fccid=6b8274f384c00579&vjs=3,"Ottawa, ON",SENIOR DATA SCIENTIST,
179,Enverus,http://ca.indeed.com/rc/clk?jk=7673a5213c49563f&fccid=ae6e7e80af0b5a8f&vjs=3,"Calgary, AB",Sr. Data Scientist,
181,Symend,http://ca.indeed.com/rc/clk?jk=89777b8f16ec8e6e&fccid=d3ddd050cebd400b&vjs=3,"Calgary, AB",Data Scientist,
182,SomaDetect,http://ca.indeed.com/rc/clk?jk=9452496e9eb77a63&fccid=cbf79dd0666124ef&vjs=3,"Toronto, ON",Data Science Team Manager,
183,BrainStation,http://ca.indeed.com/rc/clk?jk=8d46ab04d0692fe1&fccid=163ccc336a959b8b&vjs=3,"Toronto, ON","Associate Educator, Data Scientist",
184,Exagens,http://ca.indeed.com/rc/clk?jk=d253dac07edbc78e&fccid=b07de2d6fe148130&vjs=3,"Montréal, QC",Data scientist,
186,Granify,http://ca.indeed.com/rc/clk?jk=f9a692cd07e59611&fccid=38c6cd539770f252&vjs=3,"Edmonton, AB",Machine Learning Engineer,
188,WilsonHCG,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ARTAizOW0T4oiE6Epdo0i-SPQERQ6fC7voScIS1kB12kiCtEFYyau3_mwwVyoKQor41HtCXGlFEYA_7LXbW1_k7_VSLfAq2dz9EFCA4Lhz_MQ3SEJOZE3H-rIqZBQ2TzwIrtxjSzqbi7rTY53QDDIzDA3HIFWLY34bt__my2KR4W5TEi4AP01nDJOL1EfeOGdCU0dJyEGYFpfVNkxhDPOmjN4-Y4s6SEw86eRCpUVr11X5NTugLvW1N5vhQddOfSOcRKORqnTgwZj5CfAYVd3nIhwz2h4FGmh-2CP-D4u4pjWwOInhdDhjmKW4vRXj09261CeI4jfZloHm3C5JdATh2f3Mg29kFUaQcbh8fwg07KQN7d2wLCyOtDSK2u5sKXwyHqUktbd9vgQZVkycQPTeY-NRtim5gD1OsTdHe2JFAd9iRNP9tu9M&p=11&fvj=1&vjs=3,,Sr. Data Analyst,
189,Primate Labs,http://ca.indeed.com/rc/clk?jk=ab62a7ec83d7f5cc&fccid=f5b8d34ca68e0488&vjs=3,"Toronto, ON",Machine Learning Software Developer,
190,Circle,http://ca.indeed.com/rc/clk?jk=028a016d13afa952&fccid=4ad12104a44e9eb6&vjs=3,Ontario,Senior Data Analyst - Risk,
191,Centro,http://ca.indeed.com/rc/clk?jk=9fa1f9daf54803a9&fccid=79bb07c74c0ae378&vjs=3,Ontario,Business Intelligence Developer,
192,Celestica,http://ca.indeed.com/rc/clk?jk=e6436c158bbfdec2&fccid=e7e593a18b26fee3&vjs=3,"Toronto, ON","Student Intern, Data Analyst & Quote Controller",
193,Dialpad,http://ca.indeed.com/rc/clk?jk=5e5f3c6a415d7037&fccid=0c10910a7ccf3c63&vjs=3,"Kitchener, ON",Data Analyst,
195,Big Blue Bubble,http://ca.indeed.com/rc/clk?jk=b222cd6dc87416ee&fccid=dcb380f5130a7fa5&vjs=3,"London, ON",Business Intelligence Programmer,
196,Kinaxis,http://ca.indeed.com/rc/clk?jk=6078e544eb006fa5&fccid=2b42faad345a6de3&vjs=3,"Toronto, ON",Data Scientist,
197,Credit Sesame,http://ca.indeed.com/rc/clk?jk=ebe913c6e823aa6b&fccid=6374759aed463ee1&vjs=3,"Toronto, ON","Senior Data Analyst, Operations and Fraud",
198,Fathom,http://ca.indeed.com/rc/clk?jk=8a33491fc039591b&fccid=292ac9c0130b47e0&vjs=3,"Toronto, ON","Software Engineer, Machine Learning",
199,Finning International Inc.,http://ca.indeed.com/rc/clk?jk=6efe990a5fac160e&fccid=2be2e0dbc5a42997&vjs=3,"Vancouver, BC",Senior Data Scientist - Forecasting,
200,,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BFhwj1mM9GcVBcW_pfSTYyg19f_-gBL6nNHx8JBphWau-vu2y-7ByCQizVBLSzosWw4eo3x6zlcdTr3jNee7kk9KJHq-S_krVf962kchTO8VKPDA8qeLjCkmKQnbI8hHpWAleXvhei9W7QFUp-VhXcje2dsH6NTSQ_Aa3gdkmxX4PUZ4af4HZ3ThjoMGnLUpjgRCib4D60QEtsWLdryXpszI4JMqcNrBPlkvtgKa-RyYLaxPycdFTbkA_VJntn_05HW7yYr0EZMX_y9ps7oSvf0l82l9n4Ywn19FY7oD81k9xbTpfSIu89WBLgbLlxamlPVuzGqTVvWxkp7EOufg2adj1mn4UAF0z1l8kGALcURGtFrwBnsOwDwllRR--1MflQO_ljkwhtjL08GAsMtAbtGl9BpLxUzZ5AEZ5CE5YT1_MommBfv56l&p=8&fvj=0&vjs=3,,Cloud Data Analytics Engineer,
202,TripStack,http://ca.indeed.com/company/TripStack/jobs/Data-Scientist-1dcd206aaedfaaf9?fccid=dfef13595b564fdf&vjs=3,"Toronto, ON",Data Scientist,
203,Accedian Networks,http://ca.indeed.com/rc/clk?jk=ae49e0a1a8e9e2cd&fccid=62ea8582b9e89a4b&vjs=3,"Ottawa, ON",Data Scientist,
204,NXP Semiconductors,http://ca.indeed.com/rc/clk?jk=65e1eea137b788a9&fccid=d113f5fdf3e1cb7b&vjs=3,"Kanata, ON","Deep Learning and Embedded Software Engineer, Entry Level",
205,Parkland Corporation,http://ca.indeed.com/rc/clk?jk=002c1e1791e27209&fccid=a93ac8ac5827e01f&vjs=3,"Calgary, AB",Data Scientist,
207,BenchSci,http://ca.indeed.com/rc/clk?jk=be12bcb7dbfd09cf&fccid=cb94cfaf4856cc5b&vjs=3,"Toronto, ON",Analytics Engineer,
208,ThinkData Works,http://ca.indeed.com/rc/clk?jk=fe6afa9232a72ab9&fccid=cc0861c00ab24001&vjs=3,"Toronto, ON",NLP Software Engineer,
209,BMO Financial Group,http://ca.indeed.com/rc/clk?jk=4200caf72ae464dd&fccid=3a429036b3725efa&vjs=3,"Toronto, ON",Senior Data Scientist,
210,Ingrooves,http://ca.indeed.com/rc/clk?jk=f80eea50e712557f&fccid=a9ef033ae4ddf013&vjs=3,"Victoria, BC",Data Scientist,
213,Loblaw Companies Limited,http://ca.indeed.com/rc/clk?jk=b9ea2c695407a79b&fccid=bc30630cfcc120d4&vjs=3,"Brampton, ON","Analyst, Business Intelligence",
214,ThinkRF Corp,http://ca.indeed.com/rc/clk?jk=067c1e1d4c8e6bd5&fccid=8cb77549dbb0e57d&vjs=3,"Ottawa, ON",Senior AI,
215,,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BFhwj1mM9GcVBcW_pfSTYyg19f_-gBL6nNHx8JBphWau-vu2y-7ByCQizVBLSzosWw4eo3x6zlcdTr3jNee7kk9KJHq-S_krVf962kchTO8VKPDA8qeLjCkmKQnbI8hHpWAleXvhei9W7QFUp-VhXcje2dsH6NTSRo6aKiZ9vYduD-VAvB6XkGxmNHOtuR3Emq-X63hpfkII0R3Vj2lszDJYJqYE7c3N3sQeLxPHS8W-Uu_fV2J2qkfDQfTk8WXtuW45ZMhzHD6ZBv9CPRxHhaQvxNef6I0iV8q5wwuZLNNjdETPyz_m1N6Mc66AoZTM1_jNGY3ZBOVqyvuB7U56vAmnf5DtnyEBTTKxpFF4vDE3fH55GOrb9MLqiAXnoi2gJeb1O27S9GlEu1SLY1caSr2IKFy19RFGSVpArjfjuMuTdqqYHXhkLE&p=8&fvj=0&vjs=3,,Cloud Data Analytics Engineer,
216,Canada Drives,http://ca.indeed.com/rc/clk?jk=4b043a8acf03c9d0&fccid=1074c377135e4e8f&vjs=3,"Vancouver, BC",Data Scientist,
217,Google,http://ca.indeed.com/rc/clk?jk=d8761623e5717287&fccid=a5b4499d9e91a5c6&vjs=3,"Waterloo, ON","Manager, Data and Analytics, Google Cloud Support",
218,SoundHound Inc.,http://ca.indeed.com/rc/clk?jk=d392e73511a38e6e&fccid=80413c126d4e4312&vjs=3,"Toronto, ON","Senior Machine Learning Scientist, Natural Language Processi...",
219,Exiger,http://ca.indeed.com/rc/clk?jk=cac146cf97f5cb7d&fccid=b7a753ea1f841879&vjs=3,"Toronto, ON",Tech - Data Analyst,
220,Kabam,http://ca.indeed.com/rc/clk?jk=a2b19e4bcc47f97e&fccid=fde47f06a6b44d5e&vjs=3,"Vancouver, BC",Senior Game Data Analyst,
221,Instacart,http://ca.indeed.com/rc/clk?jk=6d0adcbea537386e&fccid=a06a9e27d7a0ff03&vjs=3,"Toronto, ON",Machine Learning - Ph.D. Internship,
224,Teknobuilt,http://ca.indeed.com/company/Teknobuilt/jobs/Data-Scientist-e10972e78398f15d?fccid=c1571ac8b1da48c8&vjs=3,"Edmonton, AB",Data Scientist - Edmonton AB,"$84,052 a year"
226,Yelp,http://ca.indeed.com/rc/clk?jk=9e207f7fba1c1a4a&fccid=0e94073a1c937bd1&vjs=3,Remote,Software Engineer - Machine Learning (Remote),
228,Loblaw Companies Limited,http://ca.indeed.com/rc/clk?jk=b52d1e74bedbb45f&fccid=bc30630cfcc120d4&vjs=3,"Brampton, ON",Machine Learning Software Developer,
231,Hopper,http://ca.indeed.com/rc/clk?jk=7ab8f2c3ab9adfe0&fccid=71eb96af97fae7e9&vjs=3,"Toronto, ON",Data Analyst,
232,McMaster University,http://ca.indeed.com/rc/clk?jk=caf8eae6b7daba2f&fccid=3623ed8ea4c76fba&vjs=3,"Hamilton, ON",SEPT Grad - SESSIONAL FACULTY - SEP 786 Artificial Intellige...,"$8,100 a month"
233,WilsonHCG,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ARTAizOW0T4oiE6Epdo0i-SPQERQ6fC7voScIS1kB12kiCtEFYyau3_mwwVyoKQor41HtCXGlFEYA_7LXbW1_k7_VSLfAq2dz9EFCA4Lhz_MQ3SEJOZE3H-rIqZBQ2TzwIrtxjSzqbi7rTY53QDDIzDA3HIFWLY34bt__my2KR4W5TEi4AP01nkn4BpyuEGgmLLyHsS0On7DKCRMbGj8SJzlKYrCUbGTp5mTMPL7iBBE-x8lnuV_WfTxneLhetTfJtIfOVMqsKHZI_yonjhbVSsjsyQivXEKkP_tYEfygfIX1yjNjI7ScwPZgzlfoFRSur12iJ62Ld7D7hyp3DBsak8lJ3_VSwu_26uSSpT4j6XJXb5lPpTRVgx7d4kRDWWpwrSU-iJ6ybzkNYguWwYkjawrJozojrYGwnknCGcSVNclJDCTNVmaXD&p=11&fvj=1&vjs=3,,Sr. Data Analyst,
236,Just Order Enterprises Corp. (饭团),http://ca.indeed.com/company/Just-Order-Enterprises-Corp./jobs/Data-Scientist-fa1087a3d2114424?fccid=a84a9832ad223c7a&vjs=3,"Burnaby, BC",Data Scientist,
237,BC IMC,http://ca.indeed.com/rc/clk?jk=9dc4587b8071d6e1&fccid=879f4295fa640f4b&vjs=3,"Victoria, BC",Senior Data Scientist,
239,AbCellera Biologics,http://ca.indeed.com/rc/clk?jk=0b6b976168d6540a&fccid=6161745df4a18957&vjs=3,"Vancouver, BC",Data Scientist,
240,Deeplite Inc,http://ca.indeed.com/rc/clk?jk=190ea1fc65aa4670&fccid=187ebc2d25d59123&vjs=3,"Montréal, QC",Deep Learning Engineer,
241,BrainStation,http://ca.indeed.com/rc/clk?jk=da234ef9217b077a&fccid=163ccc336a959b8b&vjs=3,"Vancouver, BC","Educator, Data Scientist",
243,Behavox,http://ca.indeed.com/rc/clk?jk=d8b0a29e4ad2e8f5&fccid=131bed7b726f4d12&vjs=3,"Montréal, QC",Principal Data Analyst,
244,Microsoft,http://ca.indeed.com/rc/clk?jk=580009e4140ed293&fccid=734cb5a01ee60f80&vjs=3,"Montréal, QC",Stage de recherche - Apprentissage profond et langue Researc...,
246,TandemLaunch,http://ca.indeed.com/rc/clk?jk=4c5bce1975a986f4&fccid=4a7bc3ecb9b00d36&vjs=3,"Montréal, QC",Remote Signal Processing/Machine Learning Engineer,
247,WilsonHCG,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ARTAizOW0T4oiE6Epdo0i-SPQERQ6fC7voScIS1kB12kiCtEFYyau3_mwwVyoKQor41HtCXGlFEYA_7LXbW1_k7_VSLfAq2dz9EFCA4Lhz_MQ3SEJOZE3H-rIqZBQ2TzwIrtxjSzqbi7rTY53QDDIzDA3HIFWLY34bt__my2KR4W5TEi4AP01n_iYdXRMOX_n74HDMWmGCMpMHECRRMVDRwiOKcNtDg4fx0xSNoRanu7GU9m9zMH_Jr-XOXwgT4ecnLr5g89VlCHpCE2drANsMhZcqHqfkqohBw9MTqRhtsI13bl-PQT4eeRX1S4E1XWmXsrUHVwuc-GwNay8rXPlLVvaohpZEdnqBQ1E3LNIqtJbaaUxiQmXv5ahqrnGLovIrRVSzOzR2zxSw234IqKAb1TGO_pEkJQa6DZ5xVZVRZ8oZGLOoqBgL&p=10&fvj=1&vjs=3,,Sr. Data Analyst,
248,Suncor Energy Services,http://ca.indeed.com/rc/clk?jk=d090558e628e846d&fccid=e16ce774384b4169&vjs=3,Alberta,Data Analytics Student,
250,University Health Network,http://ca.indeed.com/rc/clk?jk=b7ad088a341f21ad&fccid=2bef55e014d470c4&vjs=3,"Toronto, ON","Senior Business Process & Data Analyst, Data & Implementatio...",
251,Square Enix Montréal,http://ca.indeed.com/rc/clk?jk=d79e8904cb8d061e&fccid=f1c4e35cc4ebf53e&vjs=3,"Montréal, QC",Ingénieur en Science de Données / Data Science Engineer,
252,IQVIA,http://ca.indeed.com/rc/clk?jk=969476741ecb50f9&fccid=6b7a1dfe07e7f037&vjs=3,"Kirkland, QC",Statistician II,
253,MindGeek Careers,http://ca.indeed.com/rc/clk?jk=0da7d8c803e75f53&fccid=6f250882b448d8bc&vjs=3,"Montréal, QC",Senior Data Scientist,
254,Global Relay,http://ca.indeed.com/rc/clk?jk=bafe62782602fad1&fccid=0d3fa1b8c4aea5ad&vjs=3,"Vancouver, BC","Senior Developer, Analytics and Machine Learning",
255,Boast.AI,http://ca.indeed.com/company/Boast-Capital/jobs/Machine-Learning-Engineer-c89c9173a3ad4734?fccid=935c86e1c23bc057&vjs=3,"Toronto, ON",Machine Learning Engineer,"$80,000 - $110,000 a year"
256,EY,http://ca.indeed.com/rc/clk?jk=949b20e21fceae3d&fccid=1544766d4c2915b0&vjs=3,"Toronto, ON",Modern BI Technical Consultant,
257,Tetra Tech,http://ca.indeed.com/rc/clk?jk=70d4ee2d4abaccdc&fccid=997110e6d9c4c093&vjs=3,"Edmonton, AB",Machine Learning Developer,
258,MobSquad,http://ca.indeed.com/rc/clk?jk=5bdab81d0a23dccd&fccid=e140fb6d05504c9a&vjs=3,"Calgary, AB",Data Scientist,
259,,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BFhwj1mM9GcVBcW_pfSTYyg19f_-gBL6nNHx8JBphWau-vu2y-7ByCQizVBLSzosWw4eo3x6zlcdTr3jNee7kk9KJHq-S_krVf962kchTO8VKPDA8qeLjCkmKQnbI8hHpWAleXvhei9W7QFUp-VhXcje2dsH6NTSTs2QI6SrWzq6p9mNNqgcFoXR8xYrs7cDCNaOviO-lHLiTkl91trLUXDuAEotPjD2CVZJ1R6PDiC1SjV6kpOtWST9uNizn1-0R6-4kliN4k1JnV3bcIzaNVQoFYqxV3P2eGt_CPGj5b5-8ypsExAigGyXA7F6R8jrS3ziuE_fxPncaIRhecFarbBxopvMrVxFs2Eag3ZrZi5mV7hn6WLUECiLrmKua1fNVLfp9OVPKpw-DZ3LQ30EXVnMQ3yYXOOMEXYswcmrGSrIy9fI_7VAnk&p=7&fvj=0&vjs=3,,Cloud Data Analytics Engineer,
260,AU-ZONE TECHNOLOGIES INC.,http://ca.indeed.com/company/Au--Zone-Technologies/jobs/Full-Stack-Lead-5eda962f89f56230?fccid=d6a8b5028ae46030&vjs=3,"Calgary, AB",Full Stack Lead (Machine Learning) ID388,
262,Prenuvo Inc,http://ca.indeed.com/rc/clk?jk=1d08e3bc9c713529&fccid=7cbd0ab047998f20&vjs=3,"Vancouver, BC",Data Engineer - Machine Learning,
265,Wellington-Altus Private Wealth,http://ca.indeed.com/rc/clk?jk=42b23abaed4b2dab&fccid=30d56a0c0e4a2d19&vjs=3,"Winnipeg, MB",Data Analyst,
266,SNC-Lavalin,http://ca.indeed.com/rc/clk?jk=7ca7871a9d07f171&fccid=59b04a51f1164f7e&vjs=3,"Mississauga, ON",Machine Learning Software Designer/Engineer,
267,BC Public Service,http://ca.indeed.com/rc/clk?jk=70cac0d4d875699e&fccid=65dd05622a756445&vjs=3,"Victoria, BC",RES O 21R - Business Intelligence Analyst,
268,IBM,http://ca.indeed.com/rc/clk?jk=52d02bd941b948bf&fccid=de71a49b535e21cb&vjs=3,"Calgary, AB",Machine Learning Developer Intern (4 months),
269,Teck Resources Limited,http://ca.indeed.com/rc/clk?jk=2b8e32e32a1ae29b&fccid=33dfaa8965cf2bf4&vjs=3,"Vancouver, BC",Lead Data Scientist - RACE21,
270,Restaurant Brands International,http://ca.indeed.com/rc/clk?jk=5f951779ecce3b18&fccid=1bf77f1dd2c2631f&vjs=3,"Toronto, ON","Sr. Manager, Data Analytics, Tim Hortons, Canada",
271,Agropur,http://ca.indeed.com/rc/clk?jk=1190223806bd0313&fccid=84810472f98cd039&vjs=3,"Saint-Hubert, QC",Director Data & Analytics,
272,Johnson & Johnson Family of Companies,http://ca.indeed.com/rc/clk?jk=3f3a5b089ee4e0da&fccid=0bed8e17bc113980&vjs=3,"Markham, ON",Supply Chain Analytics Intern (Jan 2021),
273,"AMZN CAN Fulfillment Svcs, ULC",http://ca.indeed.com/rc/clk?jk=ea7dd633030c2a79&fccid=fe2d21eef233e94a&vjs=3,"Vancouver, BC",Sr. Data Scientist,
274,BBA,http://ca.indeed.com/rc/clk?jk=9861804fbde91d2e&fccid=0d89aeeeafa8b97a&vjs=3,"Mont-Saint-Hilaire, QC",Junior Data Analyst – Industrial IT,
275,WorkSafeBC,http://ca.indeed.com/rc/clk?jk=75b2811b0588096e&fccid=3978229785e77296&vjs=3,"Richmond, BC",Business Intelligence Analyst,
